Edge 	Weight
CGB - OAL 	738.841 
IAH - OAX 	1450.66 
HND - OBO 	851.522 
OTZ - OBU 	248.702 
UIO - OCC 	156.865 
MYY - ODN 	124.325 
IKT - ODO 	882.187 
IST - ODS 	593.196 
VTE - ODY 	305.492 
ARN - OER 	421.52 
AZA - OGD 	877.683 
HNL - OGG 	161.948 
BGI - OGL 	713.341 
ALB - OGS 	253.184 
ALG - OGX 	567.849 
DME - OGZ 	1439.69 
JGD - OHE 	305.619 
MAB - OIA 	262.171 
HND - OIM 	93.776 
ICN - OIT 	652.418 
PVG - OKA 	791.807 
ORD - OKC 	1114.24 
ICN - OKJ 	729.985 
DJJ - OKL 	259.397 
OSL - OLA 	404.959 
NAP - OLB 	401.17 
TFF - OLC 	465.871 
BIL - OLF 	339.67 
BZV - OLL 	344.191 
ADL - OLP 	519.484 
ORD - OMA 	667.885 
WDH - OMD 	686.545 
ANC - OME 	864.535 
THR - OMH 	598.627 
BGY - OMO 	698.117 
OTP - OMR 	423.69 
AER - OMS 	2704.82 
DMD - ONG 	147.025 
HND - ONJ 	518.497 
DTM - ONQ 	2163.49 
OAK - ONT 	582.358 
BET - OOK 	178.972 
KUL - OOL 	6508.54 
MXP - OPO 	1484.08 
BSB - OPS 	938.389 
MMX - ORB 	421.912 
ARN - ORD 	6855.69 
JFK - ORF 	466.351 
MCO - ORH 	1757.86 
STN - ORK 	598.861 
IST - ORN 	2620.35 
CBB - ORU 	112.683 
OTZ - ORV 	69.4626 
MEU - ORX 	371.007 
BUD - ORY 	1259.79 
ARN - OSD 	433.7 
ZAG - OSI 	215.52 
VNO - OSL 	1045.55 
IST - OSM 	1362.31 
PRG - OSR 	279.447 
FRU - OSS 	306.295 
LGG - OST 	191.387 
DME - OSW 	1452.24 
TRD - OSY 	117.231 
PDX - OTH 	274.556 
KIV - OTP 	342.63 
ANC - OTZ 	879.942 
IST - OUA 	4356.06 
MRS - OUD 	1141.61 
HEL - OUL 	513.319 
CMN - OUZ 	1273.37 
OMS - OVB 	595.437 
CDG - OVD 	894.668 
SVX - OVS 	534.11 
STL - OWB 	301.357 
DKR - OXB 	373.563 
MNL - OZC 	768.106 
VKO - OZH 	869.225 
CMN - OZZ 	277.519 
BOC - PAC 	298.681 
MUC - PAD 	427.446 
MNL - PAG 	788.798 
ORD - PAH 	551.882 
ORY - PAP 	7352.66 
ATH - PAS 	144.938 
DEL - PAT 	856.713 
SSA - PAV 	390.121 
MEX - PAZ 	212.506 
IAH - PBC 	1242.03 
BOM - PBD 	439.338 
BOS - PBG 	322.611 
KTM - PBH 	402.11 
JFK - PBI 	1657.14 
VLI - PBJ 	140.299 
PMV - PBL 	451.238 
AMS - PBM 	7524.42 
PER - PBO 	990.663 
MYT - PBU 	216.546 
JNB - PBZ 	1002.1 
LIM - PCL 	491.343 
BOG - PCR 	754.735 
BOG - PDA 	698.389 
KUL - PDG 	423.7 
OPO - PDL 	1508.54 
AEP - PDP 	305.364 
MEX - PDS 	1032.71 
PDX - PDT 	292.285 
HHN - PDV 	1610.28 
SEA - PDX 	208.034 
DME - PED 	1600.69 
DME - PEE 	1137.73 
OTP - PEG 	1099.58 
BOG - PEI 	176.911 
OVB - PEK 	2995.27 
CUZ - PEM 	310.935 
BKK - PEN 	933.675 
DXB - PER 	9041.53 
DME - PES 	751.831 
POA - PET 	221.201 
LCE - PEU 	333.443 
KBL - PEW 	220.884 
DME - PEZ 	527.706 
GRU - PFB 	792.872 
KRR - PFO 	1280.04 
THR - PFQ 	529.757 
DEN - PGA 	674.387 
ISP - PGD 	1745.29 
ORY - PGF 	666.36 
PLM - PGK 	179.587 
SYZ - PGU 	240.571 
CLT - PGV 	325.739 
ORY - PGX 	409.537 
FOR - PHB 	368.459 
ABV - PHC 	445.159 
DPS - PHE 	1345.46 
PHL - PHF 	323.554 
JFK - PHL 	150.62 
CNX - PHS 	260.942 
JNB - PHW 	381.895 
DEN - PHX 	968.538 
ORD - PIA 	208.96 
ATL - PIB 	519.425 
GSO - PIE 	946.498 
SLC - PIH 	241.377 
RIX - PIK 	1759.74 
MAO - PIN 	365.7 
AKN - PIP 	133.413 
ATY - PIR 	254.64 
LYS - PIS 	379.967 
YYZ - PIT 	357.701 
LIM - PIU 	850 
TER - PIX 	119.512 
BRW - PIZ 	288.534 
TLL - PJA 	875.261 
KHI - PJG 	378.874 
SJO - PJM 	190.582 
BET - PKA 	9.15154 
CLE - PKB 	232.412 
DME - PKC 	6774.73 
SYD - PKE 	286.961 
KTG - PKN 	214.148 
KTM - PKR 	146.419 
KUL - PKU 	255.759 
CGK - PKY 	917.013 
REP - PKZ 	285.676 
KUL - PLM 	710.131 
DTW - PLN 	390.928 
ADL - PLO 	245.05 
RIX - PLQ 	205.97 
POP - PLS 	285.171 
VDC - PLU 	644.174 
BPN - PLW 	337.551 
TSE - PLX 	621.769 
JNB - PLZ 	908.229 
SCL - PMC 	917.49 
AHO - PMF 	494.077 
CIA - PMI 	867.362 
BRI - PMO 	455.133 
WLG - PMR 	131.134 
GND - PMV 	266.82 
AUX - PMW 	340.901 
AEP - PMY 	1080.13 
SJO - PMZ 	141.552 
MAD - PNA 	301.097 
BKK - PNH 	503.93 
TKK - PNI 	704.239 
BTH - PNK 	604.407 
PMO - PNL 	180.694 
POM - PNP 	139.07 
BOM - PNQ 	124.201 
DLA - PNR 	1010.08 
DCA - PNS 	1313.44 
REC - PNZ 	635.474 
GRU - POA 	865.578 
PNR - POG 	573.802 
LPB - POI 	426.157 
PLU - POJ 	297.131 
DAR - POL 	695.027 
HKG - POM 	5063.53 
FRA - POP 	7572.44 
HEL - POR 	213.219 
TAB - POS 	82.7038 
WAW - POZ 	282.999 
VCP - PPB 	450.032 
HNL - PPG 	4202.74 
TSE - PPK 	444.411 
BOG - PPN 	370.279 
BNE - PPP 	895.338 
CHC - PPQ 	351.484 
MNL - PPS 	584.198 
NRT - PPT 	9444.64 
KOI - PPW 	43.8003 
SGN - PQC 	299.532 
BOS - PQI 	534.993 
MEX - PQM 	773.592 
BNE - PQQ 	451.188 
AEP - PRA 	362.488 
LAX - PRC 	555.636 
KRR - PRG 	1941.55 
DMK - PRH 	471.569 
SEZ - PRI 	43.7276 
IST - PRN 	654.221 
TIA - PSA 	804.161 
SEA - PSC 	275.97 
JFK - PSE 	2609.51 
WRG - PSG 	49.8156 
UPG - PSJ 	423.413 
SFB - PSM 	1842.59 
BOG - PSO 	506.92 
LAX - PSP 	175.922 
BGY - PSR 	507.755 
AEP - PSS 	830.917 
JNB - PTG 	282.833 
AKN - PTH 	224.226 
MEB - PTJ 	307.596 
CDG - PTP 	6769.61 
BET - PTU 	196.64 
SDQ - PTY 	1476.73 
DEN - PUB 	175.523 
PAC - PUE 	237.336 
LYS - PUF 	507.699 
ADL - PUG 	281.359 
FRA - PUJ 	7512.43 
RGL - PUQ 	187.094 
PEK - PUS 	1215.17 
BOG - PUU 	534.851 
SEA - PUW 	401.204 
ZAG - PUY 	192.58 
ADZ - PVA 	94.1064 
BOS - PVC 	72.2725 
EWR - PVD 	257.326 
URC - PVG 	3312.27 
MAO - PVH 	760.944 
CFU - PVK 	105.153 
ORD - PVR 	2872.63 
OAK - PVU 	948.429 
VKO - PWE 	5581.34 
JFK - PWM 	439.896 
TSE - PWQ 	408.438 
MEX - PXM 	448.08 
LIS - PXO 	907.566 
DAD - PXU 	227.611 
CCS - PYH 	558.002 
DME - PYJ 	3920.64 
CNX - PYY 	87.0618 
JNB - PZB 	443.894 
DSK - PZH 	148.858 
CTU - PZI 	495.63 
PMV - PZO 	320.348 
JED - PZU 	320.038 
YVR - QBC 	428.409 
JJU - QFG 	12.3973 
ABV - QOW 	398.098 
IAH - QRO 	1149.42 
ABV - QRW 	411.384 
ALG - QSF 	197.105 
LOS - QUO 	560.941 
POM - RAB 	803.868 
RUH - RAE 	857.587 
RUH - RAH 	608.204 
CMN - RAI 	2602.02 
BOM - RAJ 	418.818 
CMN - RAK 	200.195 
BSB - RAO 	585.885 
MSP - RAP 	785.545 
LAX - RAR 	7536.25 
THR - RAS 	236.602 
MRS - RBA 	1469.43 
LPB - RBQ 	243.568 
PVH - RBR 	457.037 
HIR - RBV 	299.789 
FAI - RBY 	360.781 
JNB - RCB 	477.181 
BOG - RCH 	770.657 
JCK - RCM 	144.853 
NAS - RCY 	306.025 
MAB - RDC 	310.543 
SFO - RDD 	321.431 
SEA - RDM 	366.41 
SZB - RDN 	334.589 
JFK - RDU 	686.503 
ORY - RDZ 	479.919 
LIS - REC 	5857.31 
FCO - REG 	506.456 
EZE - REL 	1098.44 
DME - REN 	1221.75 
BKK - REP 	332.799 
AEP - RES 	792.854 
BOO - RET 	100.845 
PMI - REU 	221.849 
CUN - REX 	1281.83 
SFB - RFD 	1651.16 
PPT - RFP 	218.065 
AEP - RGA 	2258.39 
PPT - RGI 	355.934 
DME - RGK 	3115.53 
AEP - RGL 	2086.91 
CCU - RGN 	1026.84 
BCN - RGS 	486.619 
AEP - RHD 	1000.8 
MSP - RHI 	305.41 
ATH - RHO 	404.483 
POA - RIA 	244.747 
TDD - RIB 	440.51 
JFK - RIC 	463.505 
DEN - RIW 	475.695 
MSQ - RIX 	424.16 
KWI - RIY 	1625.87 
HYD - RJA 	360.22 
DAC - RJH 	192.43 
ZAG - RJK 	130.651 
MAD - RJL 	244.12 
BOS - RKD 	243.739 
DEN - RKS 	417.156 
GOH - RKV 	1428.1 
MUC - RLG 	619.681 
HET - RLK 	343.14 
CTL - RMA 	250.544 
CAI - RMF 	595.976 
KRR - RMI 	2098.95 
FOC - RMQ 	209.294 
PPT - RMT 	656.511 
HIR - RNA 	216.388 
ARN - RNB 	407.59 
HIR - RNL 	234.167 
CPH - RNN 	146.615 
SEA - RNO 	907.317 
CDG - RNS 	332.373 
PHL - ROA 	499.323 
ABJ - ROB 	720.204 
YYZ - ROC 	169.949 
DMK - ROI 	419.216 
MKY - ROK 	279.557 
CGB - ROO 	181.308 
SPN - ROP 	117.338 
MNL - ROR 	1675.45 
GRU - ROS 	1750.98 
AKL - ROT 	181.821 
VOG - ROV 	357.898 
DFW - ROW 	699.278 
DEL - RPR 	944.831 
MRU - RRG 	597.535 
OSL - RRS 	273.693 
AEP - RSA 	575.891 
NAS - RSD 	130.949 
ANI - RSH 	96.2383 
ORD - RST 	431.119 
GMP - RSU 	310.963 
MCO - RSW 	215.066 
NAN - RTA 	587.677 
MIA - RTB 	1235.79 
PRG - RTM 	716.63 
EVN - RTW 	1275.92 
EBB - RUA 	375.004 
KWI - RUH 	491.047 
MRU - RUN 	231.756 
PPT - RUR 	572.765 
HIR - RUS 	97.2132 
BOS - RUT 	204.515 
VCP - RVD 	699.472 
BOG - RVE 	356.029 
TRD - RVK 	153.882 
HEL - RVN 	696.02 
PER - RVT 	446.615 
PPT - RVV 	732.474 
MNL - RXS 	374.108 
VNO - RYG 	1021.16 
KHI - RYK 	495.515 
WAW - RZE 	240.069 
THR - RZR 	147.139 
SXM - SAB 	45.5765 
DEN - SAF 	488.105 
JED - SAH 	871.892 
HAV - SAL 	1272.22 
LAX - SAN 	175.701 
MIA - SAP 	1396.62 
ORD - SAT 	1677.42 
JFK - SAV 	1155.47 
KRR - SAW 	923.901 
LAX - SBA 	142.277 
SXM - SBH 	31.9075 
DTW - SBN 	251.375 
LAX - SBP 	250.055 
KUL - SBW 	1142.7 
PHL - SBY 	171.86 
OTP - SBZ 	206.524 
FAI - SCC 	598.737 
PHL - SCE 	246.208 
LAS - SCK 	576.822 
GRU - SCL 	2614.08 
BET - SCM 	231.769 
LUX - SCN 	79.6963 
KRR - SCO 	954.42 
GVA - SCQ 	1207.04 
RIY - SCT 	539.165 
ORY - SCU 	7501.38 
SVO - SCW 	994.878 
GYE - SCY 	1090.79 
HIR - SCZ 	644.617 
LAD - SDD 	675.58 
AEP - SDE 	940.406 
CLE - SDF 	489.607 
THR - SDG 	392.869 
NRT - SDJ 	268.269 
BKI - SDK 	222.125 
ARN - SDL 	320.833 
OSL - SDN 	327.378 
ANC - SDP 	894.609 
FRA - SDQ 	7616.83 
BGY - SDR 	1098.95 
CNF - SDU 	374.878 
ETH - SDV 	284.433 
BIL - SDY 	392.856 
KEF - SEA 	5811.34 
AMS - SEN 	290.637 
DXB - SEZ 	3327.79 
TUN - SFA 	240.84 
AMS - SFB 	7257.87 
SBH - SFG 	30.5964 
CPH - SFJ 	3429.13 
RAI - SFL 	106.094 
AEP - SFN 	387.304 
CPH - SFO 	8807.14 
ARN - SFT 	576.627 
SVX - SGC 	881.404 
CPH - SGD 	195.35 
ORD - SGF 	705.111 
BKK - SGN 	716.174 
TWB - SGO 	331.483 
DEN - SGU 	830.756 
JNU - SGY 	130.019 
URC - SHA 	3272.3 
CTS - SHB 	279.59 
IAD - SHD 	146.283 
PEK - SHE 	605.278 
OTZ - SHG 	237.251 
OME - SHH 	195.478 
EVN - SHJ 	1944.88 
CCU - SHL 	493.202 
HND - SHM 	455.467 
SJW - SHP 	472.954 
DEN - SHR 	577.65 
ATL - SHV 	885.573 
RUH - SHW 	834.077 
ANI - SHX 	123.511 
FAO - SID 	2691.93 
KUL - SIN 	297.472 
ROV - SIP 	531.597 
KTN - SIT 	293.688 
SEA - SJC 	1121.99 
ORD - SJD 	2909.17 
BOG - SJE 	289.226 
MNL - SJI 	238.765 
IST - SJJ 	898.692 
PLU - SJK 	424.421 
TFF - SJL 	438.766 
SDQ - SJO 	1824.87 
BSB - SJP 	572.023 
DFW - SJT 	367.834 
FRA - SJU 	7354.3 
URC - SJW 	2353.55 
TER - SJZ 	94.7448 
ANU - SKB 	100.244 
TAS - SKD 	260.264 
BGO - SKE 	273.008 
IST - SKG 	493.01 
UNK - SKK 	57.4982 
BOO - SKN 	148.274 
ABV - SKO 	489.216 
IST - SKP 	597.458 
ISB - SKT 	181.274 
ATH - SKU 	124.02 
DME - SKX 	489.654 
KHI - SKZ 	352.743 
COR - SLA 	729.992 
YYC - SLC 	1158.82 
SON - SLH 	186.974 
BOS - SLK 	342.643 
DXB - SLL 	922.836 
BCN - SLM 	635.901 
MCI - SLN 	259.917 
IAH - SLP 	1024.4 
ANI - SLQ 	126.233 
FDF - SLU 	63.4797 
IAH - SLW 	738.311 
GDT - SLX 	13.7622 
SVX - SLY 	1135.92 
FOR - SLZ 	646.692 
LIS - SMA 	1419.8 
SEA - SMF 	975.089 
ATH - SMI 	262.08 
UNK - SMK 	78.3334 
NAS - SML 	275.359 
MDE - SMR 	566.348 
TNR - SMS 	311.4 
LAX - SMX 	215.94 
OAK - SNA 	597.235 
SID - SNE 	143.256 
STN - SNN 	629.094 
DMK - SNO 	524.128 
ANC - SNP 	1229.42 
CCC - SNU 	165.995 
PZO - SNV 	451.666 
RGN - SNW 	259.896 
KUL - SOC 	1519.71 
IST - SOF 	468.745 
OSL - SOG 	242.325 
TOS - SOJ 	79.4216 
CCS - SOM 	361.611 
VLI - SON 	270.686 
MDC - SOQ 	757.631 
AMS - SOU 	448.489 
FMN - SOW 	318.774 
KOI - SOY 	26.6353 
TFN - SPC 	139.036 
DAC - SPD 	260.702 
ORD - SPI 	280.222 
PVG - SPN 	3014.17 
LAD - SPP 	808.922 
BZE - SPR 	54.8783 
DFW - SPS 	181.495 
BEG - SPU 	350.03 
POA - SRA 	400.054 
VVI - SRE 	273.138 
KUL - SRG 	1446.58 
OSL - SRP 	319.841 
JFK - SRQ 	1678.01 
TIP - SRX 	370.032 
AWZ - SRY 	716.758 
ORU - SRZ 	413.529 
FOR - SSA 	1015.73 
DLA - SSG 	115.55 
AMM - SSH 	444.047 
TRD - SSJ 	287.383 
SON - SSR 	99.9418 
LAD - SSY 	308.833 
ORD - STC 	633.5 
CCS - STD 	648.527 
ANC - STG 	1234.22 
SJU - STI 	495.927 
ORD - STL 	415.419 
BEL - STM 	710.763 
KIV - STN 	2132.79 
VIE - STR 	546.045 
SEA - STS 	994.922 
SXM - STT 	199.699 
BOM - STV 	225.599 
SAW - STW 	1139.89 
SXM - STX 	182.751 
SXO - STZ 	131.174 
KUL - SUB 	1666.82 
CTA - SUF 	190.13 
MNL - SUG 	717.16 
OTP - SUJ 	426.609 
YKS - SUK 	634.337 
YXL - SUR 	370.937 
NAN - SUV 	122.351 
ORD - SUX 	699.896 
OME - SVA 	261.731 
DIE - SVB 	234.831 
SLU - SVD 	97.5061 
VNO - SVG 	1281.42 
BOG - SVI 	291.699 
BOO - SVJ 	109.067 
HEL - SVL 	279.887 
AER - SVO 	1404.16 
LAD - SVP 	566.013 
BRI - SVQ 	1987.27 
NAN - SVU 	227.663 
AER - SVX 	2080.64 
CCS - SVZ 	672.124 
CSX - SWA 	611.295 
PHL - SWF 	205.223 
VLI - SWJ 	163.69 
PRG - SXB 	510.899 
BUD - SXF 	686.48 
SYZ - SXI 	446.936 
AMQ - SXK 	594.044 
CDG - SXM 	6739 
GRP - SXO 	170.004 
ATQ - SXR 	253.255 
OIA - SXX 	100.573 
KUL - SYD 	6584.88 
KMG - SYM 	325.54 
HND - SYO 	362.485 
LIR - SYQ 	169.182 
BOS - SYR 	424.727 
KMG - SYX 	1009.61 
ABZ - SYY 	270.11 
KWI - SYZ 	449.04 
LAD - SZA 	316.651 
USM - SZB 	732.22 
VIE - SZG 	267.832 
URC - SZX 	3375.78 
WAW - SZZ 	436.368 
FRA - TAB 	7593.47 
MNL - TAC 	567.23 
PEK - TAE 	1154.27 
MNL - TAG 	620.382 
VLI - TAH 	217.243 
JED - TAI 	1033.48 
ICN - TAK 	771.641 
IAH - TAM 	891.142 
SJW - TAO 	549.876 
GUA - TAP 	199.565 
AER - TAS 	2409.44 
HEL - TAY 	243.997 
SGN - TBB 	382.952 
POM - TBG 	806.962 
NAS - TBI 	218.815 
STL - TBN 	190.917 
LIM - TBP 	1008.07 
SCO - TBS 	556.903 
MAO - TBT 	1105.35 
NAN - TBU 	867.563 
VKO - TBW 	413.762 
GYD - TBZ 	418.143 
FLL - TCB 	284.994 
URC - TCG 	446.098 
CLO - TCO 	325.739 
AQP - TCQ 	235.647 
CTU - TCZ 	825.626 
CBB - TDD 	319.098 
BKK - TDX 	231.239 
ACK - TEB 	338.415 
ALG - TEE 	462.569 
KWE - TEN 	289.585 
ESB - TEQ 	442.746 
OPO - TER 	1589.05 
APL - TET 	614.297 
MAO - TFF 	520.363 
CMN - TFN 	995.319 
LPA - TFS 	117.114 
IST - TGD 	796.015 
KUL - TGG 	331.436 
VLI - TGH 	93.1537 
LIM - TGI 	345.517 
DME - TGK 	915.289 
OTP - TGM 	247.886 
HLD - TGO 	653.862 
KJA - TGP 	619.092 
ALG - TGR 	480.57 
MIA - TGU 	1491.17 
CUN - TGZ 	815.78 
FOR - THE 	496.651 
RGN - THL 	564.325 
BMA - THN 	341.913 
TBZ - THR 	526.9 
BKK - THS 	407.838 
NAQ - THU 	107.827 
KJA - THX 	1097.34 
IST - TIA 	753.746 
ALG - TID 	217.634 
KWI - TIF 	1138.67 
PPT - TIH 	307.913 
HMO - TIJ 	682.853 
UPG - TIM 	1921.45 
IST - TIP 	1679.85 
HYD - TIR 	417.581 
WLG - TIU 	441.208 
BEG - TIV 	297.194 
POM - TIZ 	617.798 
VVI - TJA 	464.764 
UFA - TJM 	657.406 
PGK - TJQ 	190.891 
CIT - TJU 	487.387 
ACC - TKD 	194.726 
PLM - TKG 	265.739 
GUM - TKK 	1020.5 
TKX - TKP 	36.898 
HND - TKS 	497.701 
RIX - TKU 	411.212 
PPT - TKX 	598.69 
OME - TLA 	91.31 
SAT - TLC 	1139.21 
TNR - TLE 	641.37 
CLT - TLH 	623.07 
MCG - TLJ 	19.8724 
RIX - TLL 	281.41 
ALG - TLM 	459.772 
ORY - TLN 	689.911 
VCE - TLS 	894.321 
KRR - TLV 	1494.72 
DPS - TMC 	453.661 
BOG - TME 	328.022 
KTM - TMI 	185.807 
TAS - TMJ 	473.019 
ACC - TML 	446.094 
TNR - TMM 	215.837 
HEL - TMP 	142.431 
GHA - TMR 	1076.82 
LAD - TMS 	1255.5 
STM - TMT 	207.031 
SJO - TMU 	92.6459 
SYD - TMW 	319.762 
URC - TNA 	2621.99 
OME - TNC 	164.799 
BCN - TNG 	930.675 
CGK - TNJ 	818.43 
HKG - TNN 	649.547 
HAH - TNR 	925.082 
UIO - TNW 	134.596 
HBE - TOB 	559.383 
TUN - TOE 	376.277 
SGC - TOF 	872.699 
KWN - TOG 	113.196 
ZGU - TOH 	142.478 
ORD - TOL 	342.453 
MMK - TOS 	553.231 
DLC - TOY 	1396.91 
JFK - TPA 	1619.52 
URC - TPE 	3695.29 
IQT - TPP 	454.858 
MEX - TPQ 	640.431 
MLA - TPS 	288.891 
SLY - TQL 	542.988 
DFW - TRC 	1022.43 
RIX - TRD 	1020.11 
GLA - TRE 	166.091 
VNO - TRF 	1040 
AKL - TRG 	144.407 
CLT - TRI 	192.575 
TWU - TRK 	126.665 
MUC - TRN 	471.176 
SYD - TRO 	260.601 
GIU - TRR 	81.702 
BRI - TRS 	584.841 
LIM - TRU 	489.543 
BOM - TRV 	1257.71 
MAJ - TRW 	665.235 
MAA - TRZ 	293.957 
WUH - TSA 	960.93 
SCO - TSE 	1718.97 
KIV - TSF 	1291.38 
FIH - TSH 	634.676 
FUK - TSJ 	129.295 
URC - TSN 	2528.7 
OTP - TSR 	396.612 
DMK - TST 	720.242 
CNS - TSV 	283.995 
CMN - TTA 	644.316 
MDC - TTE 	284.355 
HND - TTJ 	507.796 
CLE - TTN 	604.999 
SJO - TTQ 	80.9112 
TSA - TTT 	261.383 
CMN - TTU 	323.396 
UIO - TUA 	126.918 
PPT - TUB 	646.289 
AEP - TUC 	1069.68 
MRS - TUF 	565.545 
MNL - TUG 	356.799 
RUH - TUI 	1080.47 
SHJ - TUK 	756.471 
ORD - TUL 	941.451 
IST - TUN 	1669.54 
AKL - TUO 	223.452 
ATL - TUP 	406.545 
BEL - TUR 	301.186 
DEN - TUS 	1028.81 
CAI - TUU 	542.136 
DTW - TVC 	333.768 
GFK - TVF 	74.8582 
NAN - TVU 	308.277 
RGN - TVY 	382.586 
BNE - TWB 	119.8 
SLC - TWF 	280.989 
BKI - TWU 	291.958 
DFW - TXK 	290.255 
PRG - TXL 	281.632 
XIY - TXN 	1036.75 
HFS - TYF 	35.9902 
URC - TYN 	2214.39 
DFW - TYR 	164.63 
IAD - TYS 	674.391 
MMX - TZL 	1288.78 
AER - TZX 	273.307 
NHV - UAH 	76.003 
GOH - UAK 	463.692 
NHV - UAP 	64.0166 
MDZ - UAQ 	144.494 
WIL - UAS 	220.953 
UDI - UBA 	101.679 
ICN - UBJ 	587.148 
BKK - UBP 	477.002 
VKO - UCT 	1279.06 
BSB - UDI 	336.744 
IEV - UDJ 	622.55 
DEL - UDR 	542.591 
BEW - UEL 	298.646 
OKA - UEO 	94.7755 
SHJ - UET 	1248.77 
KZN - UFA 	435.511 
VOG - UGC 	1502.56 
BOG - UIB 	297.304 
SGN - UIH 	434.705 
LCE - UII 	41.3121 
STL - UIN 	150.514 
BOG - UIO 	712.226 
ORY - UIP 	490.776 
WIL - UKA 	450.411 
YGJ - UKB 	204.618 
TSE - UKK 	786.365 
KBP - UKS 	660.136 
IKT - UKX 	517.486 
VLI - ULB 	152.306 
ULN - ULG 	1247.07 
MED - ULH 	266.285 
IKT - ULK 	1134.54 
FRU - ULN 	2554.47 
ULN - ULO 	1108.6 
WNR - ULP 	207.111 
DME - ULV 	672.264 
ULN - ULZ 	764.87 
JQA - UMD 	22.2927 
ARN - UME 	476.804 
POM - UNG 	750.95 
ANC - UNK 	629.821 
DMK - UNN 	509.685 
KUL - UPG 	2163.98 
LAX - UPN 	2287.54 
SCO - URA 	811.392 
TAS - URC 	1515.08 
TLL - URE 	187.603 
RIA - URG 	323.501 
SVX - URJ 	440.846 
VKO - URS 	431.791 
BKK - URT 	535.383 
JED - URY 	1098.17 
EZE - USH 	2350.26 
UCT - USK 	319.198 
BKK - USM 	465.617 
GMP - USN 	316.25 
TTN - UST 	1290.75 
MNL - USU 	283.484 
CNX - UTH 	432.503 
JNB - UTN 	734.603 
USM - UTP 	363.151 
SCW - UTS 	426.75 
JNB - UTT 	602.686 
DME - UUA 	951.432 
OVB - UUD 	1671.68 
KHV - UUS 	591.879 
LGW - UVF 	6799.55 
KRT - UYL 	909.482 
XIY - UYN 	441.487 
LPB - UYU 	459.711 
HEL - VAA 	347.6 
POM - VAI 	995.51 
BET - VAK 	218.792 
ADA - VAN 	726.92 
HIR - VAO 	251.335 
SOF - VAR 	363.995 
IST - VAS 	707.397 
VDS - VAW 	55.5156 
SUV - VBV 	275.004 
ARN - VBY 	222.555 
VCS - VCA 	181.247 
KIV - VCE 	1282.91 
HAN - VCL 	715.578 
FOR - VCP 	2330.01 
SGN - VCS 	232.07 
IAH - VCT 	197.914 
CDG - VDA 	3452.77 
OSL - VDB 	138.431 
SSA - VDC 	349.884 
TFN - VDE 	168.754 
HAN - VDH 	420.224 
AEP - VDM 	808.982 
TOS - VDS 	419.601 
ANC - VDZ 	201.09 
FYU - VEE 	68.9548 
SLC - VEL 	211.866 
IAH - VER 	1208.2 
HRE - VFA 	555.84 
HYD - VGA 	263.632 
BIO - VGO 	481.418 
BOG - VGZ 	495.88 
LAD - VHC 	795.576 
ARN - VHM 	550.757 
KIV - VIE 	936.494 
CCS - VIG 	558.315 
HAN - VII 	276.529 
STT - VIJ 	58.8642 
CMN - VIL 	1346.09 
TLV - VIN 	1986.06 
LAX - VIS 	278.987 
SSA - VIX 	843.55 
SGN - VKG 	191.792 
AER - VKO 	1363.76 
DME - VKT 	1903.14 
IST - VLC 	2472.37 
ATL - VLD 	335.342 
HIR - VLI 	1281.54 
BCN - VLL 	578.781 
PMV - VLN 	441.334 
VLI - VLS 	101.573 
CCS - VLV 	417.688 
CWL - VLY 	221.225 
MSQ - VNO 	196.886 
DEL - VNS 	667.001 
MPM - VNX 	515.547 
KRR - VOG 	572.634 
JTR - VOL 	392.373 
KRR - VOZ 	753.859 
LAD - VPE 	948.084 
CLT - VPS 	740.434 
MPM - VPY 	757.846 
SJU - VQS 	70.9462 
FRA - VRA 	8067.5 
MNL - VRC 	358.965 
KIV - VRN 	1396.82 
CUN - VSA 	708.287 
STN - VST 	1330.8 
LPQ - VTE 	216.44 
DEL - VTZ 	1358 
BOG - VUP 	645.148 
CEE - VUS 	487.516 
BOG - VVC 	83.7551 
MAD - VVI 	8916.64 
OVB - VVO 	3729.54 
APL - VXC 	478.373 
LIS - VXE 	2889.42 
ARN - VXO 	355.491 
OME - WAA 	175.115 
RUH - WAE 	518.488 
AKL - WAG 	329.106 
BHX - WAT 	363.998 
MSQ - WAW 	509.256 
POM - WBM 	559.316 
FAI - WBQ 	173.261 
LAD - WDH 	1580.82 
PEK - WEF 	441.043 
CNS - WEI 	623.155 
MEL - WGA 	364.459 
DPS - WGP 	572.846 
AKL - WHK 	212.996 
ABZ - WIC 	149.481 
WJR - WIL 	498.117 
TSV - WIN 	515.605 
HGA - WJR 	971.948 
CJU - WJU 	456.813 
CTS - WKJ 	292.461 
SYD - WLG 	2227.69 
SON - WLH 	51.5258 
OTZ - WLK 	119.004 
NAN - WLS 	846.221 
GDN - WMI 	258.566 
SVB - WMN 	138.981 
GLV - WMO 	24.7443 
TMM - WMR 	220.102 
DJJ - WMX 	242.329 
BET - WNA 	12.5615 
YXL - WNN 	358.194 
MNL - WNP 	263.542 
BVI - WNR 	336.995 
XIY - WNZ 	1359.68 
AKL - WRE 	143.06 
KTN - WRG 	131.992 
CYS - WRL 	404.562 
WAW - WRO 	305.417 
KOI - WRY 	43.7191 
AKN - WSN 	20.954 
WLG - WSZ 	272.204 
OTZ - WTK 	77.4777 
HET - WUA 	441.85 
URC - WUH 	2758.49 
